DateTime,Sensor_id,Vendor,SensorModel,LAT,LONG,Zone,Temp_C,Temp_F,DistToWL_ft,DistToWL_m,DistToDF_ft,DistToDF_m,AlertTriggered,SensorStatus
2021-05-15T04:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T05:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T05:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T05:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T05:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T06:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T06:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T06:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T06:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T07:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T07:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T07:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T07:48:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T08:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T08:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T08:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T08:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T09:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T09:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T09:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T09:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T10:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T10:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T10:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T10:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T11:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T11:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T11:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T11:48:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T12:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T12:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T12:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-15T12:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T13:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T13:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T13:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T13:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-15T14:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-15T14:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-15T14:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9265091863517,3.94,13.500656167979,4.115,N,Normal
2021-05-15T14:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-15T15:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9265091863517,3.94,13.500656167979,4.115,N,Normal
2021-05-15T15:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.7952755905512,3.9,13.500656167979,4.115,N,Normal
2021-05-15T15:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.7952755905512,3.9,13.500656167979,4.115,N,Normal
2021-05-15T15:48:31,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.7952755905512,3.9,13.500656167979,4.115,N,Normal
2021-05-15T16:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.7952755905512,3.9,13.500656167979,4.115,N,Normal
2021-05-15T16:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.8280839895013,3.91,13.500656167979,4.115,N,Normal
2021-05-15T16:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.8280839895013,3.91,13.500656167979,4.115,N,Normal
2021-05-15T16:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.8608923884514,3.92,13.500656167979,4.115,N,Normal
2021-05-15T17:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.8608923884514,3.92,13.500656167979,4.115,N,Normal
2021-05-15T17:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.8937007874016,3.93,13.500656167979,4.115,N,Normal
2021-05-15T17:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9265091863517,3.94,13.500656167979,4.115,N,Normal
2021-05-15T17:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9265091863517,3.94,13.500656167979,4.115,N,Normal
2021-05-15T18:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-15T18:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-15T18:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-15T18:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-15T19:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-15T19:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-15T19:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-15T19:48:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-15T20:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T20:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T20:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T20:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T21:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T21:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T21:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T21:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T22:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T22:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T22:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T22:47:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T23:02:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-15T23:17:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T23:32:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-15T23:48:31,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T00:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T00:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T00:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T00:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T01:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T01:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T01:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T01:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T02:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T02:27:40,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T02:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T02:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T03:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T03:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T03:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T03:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T04:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T04:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T04:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T04:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T05:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T05:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T05:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T05:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T06:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T06:27:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T06:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1889763779528,4.02,13.500656167979,4.115,N,Normal
2021-05-14T06:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T07:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T07:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T07:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T07:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T08:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T08:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-14T08:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1561679790026,4.01,13.500656167979,4.115,N,Normal
2021-05-14T08:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-14T09:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-14T09:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-14T09:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T09:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T10:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T10:27:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T10:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T10:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T11:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T11:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.1233595800525,4,13.500656167979,4.115,N,Normal
2021-05-14T11:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T11:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0905511811024,3.99,13.500656167979,4.115,N,Normal
2021-05-14T12:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-14T12:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-14T12:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-14T12:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0577427821522,3.98,13.500656167979,4.115,N,Normal
2021-05-14T13:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T13:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T13:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T13:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T14:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T14:27:31,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T14:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T14:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T15:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T15:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T15:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T15:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T16:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T16:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T16:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T16:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T17:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T17:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T17:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T17:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T18:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.9593175853018,3.95,13.500656167979,4.115,N,Normal
2021-05-14T18:27:32,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T18:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T18:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T19:11:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,12.992125984252,3.96,13.500656167979,4.115,N,Normal
2021-05-14T19:26:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T19:41:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
2021-05-14T19:56:55,400789,ATT,ranger sensor,29.511164,-98.586094,Medical Center,-999,-999,13.0249343832021,3.97,13.500656167979,4.115,N,Normal
